0	0	0	0	
0	0	0	0	
0	0	0	1	
0	1	0	10	
0	1	0	1	
0	2	0	5	
0	3	0	8	
0	4	0	8	
0	0	0	0	
0	0	0	0	
0	0	0	1	
0	1	0	10	
0	1	0	1	
0	2	0	5	
0	3	0	8	
0	4	0	8	
0	7	1	13	
0	12	3	11	
1	15	1	14	
1	18	0	15	
1	23	0	15	
1	28	1	13	
1	31	2	18	
2	38	6	18	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	1	0	
0	1	0	0	10	0	
0	1	0	0	1	1	
0	2	1	0	5	3	
0	3	2	0	8	8	
0	0	0	0	
0	0	0	0	
0	0	0	1	
0	1	0	10	
0	1	0	1	
0	2	0	5	
0	0	0	0	
0	0	0	0	
0	0	0	1	
0	1	0	10	
0	0	0	0	
0	0	0	0	
0	0	0	1	
0	1	0	10	
0	1	0	1	
0	2	0	5	
0	3	0	8	
0	4	0	8	
0	7	1	13	
0	12	3	11	
0	0	0	0	
0	0	0	0	
0	0	0	1	
0	1	0	10	
0	1	0	1	
0	2	0	5	
0	3	0	8	
0	4	0	8	
0	0	0	0	
0	0	0	0	
0	0	0	1	
0	1	0	10	
0	1	0	1	
0	2	0	5	
0	3	0	8	
0	4	0	8	
0	7	1	13	
0	12	3	11	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	1	
0	1	0	10	
0	1	0	1	
0	2	0	5	
0	3	0	8	
0	4	0	8	
0	7	1	13	
0	0	0	0	
0	0	0	0	
0	0	0	1	
0	1	0	10	
0	1	0	1	
0	2	0	5	
0	3	0	8	
0	0	0	0	
0	0	0	0	
0	0	0	1	
0	1	0	10	
0	1	0	1	
0	2	0	5	
0	3	0	8	
0	4	0	8	
0	0	0	0	
0	0	0	0	
0	0	0	1	
0	1	0	10	
0	1	0	1	
0	2	0	5	
0	0	0	0	
0	0	0	0	
0	0	0	1	
0	1	0	10	
0	1	0	1	
0	2	0	5	
0	3	0	8	
0	4	0	8	
0	7	1	13	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
